scenario_id,scenario_name,factory_id,part_category,part_label,requested_quantity,capacity_units_30d,adjusted_capacity_units_30d,capacity_tier,capacity_index,capacity_confidence,grid_zone_id,grid_dependency_score,outage_output_multiplier,hub_id,hub_name,destination_type,destination_factory_id,destination_name,destination_site_label,route_distance_km,duration_min,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,routing_provider,routing_status,route_geometry_source,route_geometry_points,route_road_summary,routing_note,risk,risk_reason,status
western_axis_threat,Western Axis Factory Strike Forecast,fac_82ab4f0707,airframe,Airframe / Materials,2275,2425,2275,C,0.603,0.923,grid_zone_e6011691,0.475,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,21.0,26.2,3.2,0.44,17700,OSRM public demo server,routed,,38,unnamed road 8.9km → 35 / 충효로 6.5km → 길안청송로 5.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,199 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_cc1c9e0bfe,airframe,Airframe / Materials,2158,2300,2158,C,0.567,0.923,grid_zone_eb82a68b,0.401,0.751,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,154.4,124.5,23.8,2.08,98500,OSRM public demo server,routed,,32,"1 / 하서대로 8.4km → unnamed road 0.6km → 25 / 호남고속도로 139.3km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,193 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_7535e7d481,airframe,Airframe / Materials,2697,2875,2697,C,0.619,0.893,grid_zone_fabab736,0.41,0.746,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,95.5,85.5,14.7,1.43,64900,OSRM public demo server,routed,,33,unnamed road 3.2km → 모악로 1.1km → 20 / 새만금전주고속도로 9.2km → 25: 대전 0.7km → 25 / 호남고속도로 75.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,139 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_94c213e613,airframe,Airframe / Materials,2609,2950,2609,B,0.639,0.923,grid_zone_bfcc2516,0.717,0.555,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,28.3,29.9,4.4,0.5,21400,OSRM public demo server,routed,,28,재안동길 0.5km → 봉상길 1.2km → 6; 44 / 경강로 12.7km → 88 1.8km → 37 / 양평로 7.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.3,94 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_a05baacbd9,airframe,Airframe / Materials,261,2875,2697,C,0.615,0.873,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,77.0,80.2,11.8,1.34,57600,OSRM public demo server,routed,,55,unnamed road 5.9km → 용주로 4.6km → 28 / 예영로 3.6km → 경북대로 29.2km → 34 / 동서순환로 11.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,150 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_798af9d574,harness,Harness / Connector,2205,2350,2205,C,0.613,0.893,grid_zone_c6caac65,0.372,0.769,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,priority_final_assembly_factory,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,0.0,0.1,0.0,0.0,0,OSRM public demo server,routed,,2,road step summary unavailable,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,299 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_de8898e30b,harness,Harness / Connector,2439,2600,2439,B,0.633,0.877,grid_zone_9392b593,0.365,0.774,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,108.6,95.2,16.7,1.59,72800,OSRM public demo server,routed,,41,4 / 칠곡대로 6.9km → 79 / 호국로 5.4km → 79 / 호국평화로 8.1km → 55 / 중앙고속도로 46.0km → 30 / 서산영덕고속도로 24.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,185 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_da18417347,harness,Harness / Connector,2181,2325,2181,C,0.564,0.873,grid_zone_a1097f3c,0.411,0.745,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,110.5,97.6,17.0,1.63,74400,OSRM public demo server,routed,,39,24 18.4km → 20; 24 / 우포1대로 5.9km → 79 / 유어장마로 7.5km → 79 / 영산장마로 6.0km → 5 16.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,199 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_057f46ae7f,harness,Harness / Connector,2369,2525,2369,B,0.663,0.862,grid_zone_a1097f3c,0.404,0.75,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,35.0,29.7,5.4,0.49,23000,OSRM public demo server,routed,,30,공단로 2.5km → 공단로474번길 0.7km → 남해안대로 20.5km → 세산고가도로 0.8km → 58; 69 / 생곡로 3.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,254 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_8915634608,harness,Harness / Connector,806,2625,2463,B,0.652,0.842,grid_zone_e6011691,0.432,0.732,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,93.5,95.7,14.4,1.59,69100,OSRM public demo server,routed,,43,도예로 1.8km → 69 / 도효자로 23.7km → 충효로 9.3km → 28 / 예영로 2.3km → 34 20.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,133 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_8fd2d14ece,qa_packaging,Test / Packaging,3026,3225,3026,C,0.573,0.893,grid_zone_a1097f3c,0.384,0.762,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,22.1,20.0,3.4,0.33,15100,OSRM public demo server,routed,,24,104 / 남해고속도로제2지선 4.2km → 율하4로 1.1km → unnamed road 0.7km → 남해안대로 4.7km → 세산고가도로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,263 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_01299e64cd,qa_packaging,Test / Packaging,2721,2900,2721,C,0.531,0.893,grid_zone_a1097f3c,0.384,0.762,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,61.0,65.0,9.4,1.08,46300,OSRM public demo server,routed,,38,unnamed road 2.6km → 능포로16길 0.7km → 능포로 2.3km → 거제대로 8.3km → 58 / 거가대로 31.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,290 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_8db85fcb64,qa_packaging,Test / Packaging,3120,3325,3120,C,0.567,0.873,grid_zone_eb82a68b,0.338,0.79,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,155.1,126.1,23.9,2.1,99400,OSRM public demo server,routed,,33,"진남1로 0.5km → 24 / 노사로 4.7km → 25: 서울, 전주 0.4km → 25 / 호남고속도로 142.9km → 유성, 계룡산국립공원, 국립대전현충원 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,190 km from predicted corridor,primary
western_axis_threat,Western Axis Factory Strike Forecast,fac_6900a30db0,qa_packaging,Test / Packaging,1133,3300,3096,C,0.587,0.877,grid_zone_a1097f3c,0.381,0.764,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,89.0,89.0,13.7,1.48,64800,OSRM public demo server,routed,,31,unnamed road 6.3km → 1037 / 청정로 4.6km → 1011 14.3km → 10 / 남해고속도로 7.6km → 102 / 남해고속도로제1지선 9.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,214 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_d8652de781,drone_assembly,Drone / Final Assembly,834,1450,1371,A,0.78,0.86,grid_zone_e6011691,0.487,0.698,fac_priority_d8652de781,본AI · 상주 생산공장,priority_final_assembly_factory,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.18,110 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_a2d8939ba2,drone_assembly,Drone / Final Assembly,834,1200,1141,A,0.78,0.84,grid_zone_bfcc2516,0.727,0.549,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,263 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_d14c61f1b0,drone_assembly,Drone / Final Assembly,834,1350,1284,A,0.78,0.85,grid_zone_4f20da2a,0.454,0.719,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,329 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_ee105ea137,drone_assembly,Drone / Final Assembly,834,860,818,B,0.78,0.7,grid_zone_3964bd52,0.488,0.697,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,priority_final_assembly_factory,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,307 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_7660b03367,drone_assembly,Drone / Final Assembly,833,2100,1769,A,0.78,0.87,grid_zone_c6caac65,0.423,0.738,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,priority_final_assembly_factory,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.52,6 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_f1709ef7e1,drone_assembly,Drone / Final Assembly,833,1280,1218,A,0.78,0.84,grid_zone_bfcc2516,0.727,0.549,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,287 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_ffb4309405,drone_assembly,Drone / Final Assembly,833,980,840,B,0.78,0.82,grid_zone_c6caac65,0.416,0.742,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,priority_final_assembly_factory,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.47,21 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_38de94e360,drone_assembly,Drone / Final Assembly,833,1350,1284,A,0.78,0.82,grid_zone_ed9208b5,0.405,0.749,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,191 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_115bd4ae5d,drone_assembly,Drone / Final Assembly,833,980,932,B,0.78,0.76,grid_zone_bfcc2516,0.72,0.554,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,priority_final_assembly_factory,fac_priority_115bd4ae5d,두산모빌리티이노베이션 / DMI · 두산기술원,두산기술원,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,269 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_3872d4e82a,drone_assembly,Drone / Final Assembly,833,900,856,B,0.78,0.76,grid_zone_4f20da2a,0.445,0.724,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,priority_final_assembly_factory,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,인천 본사 / 연구소,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,323 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_5daa57ca08,drone_assembly,Drone / Final Assembly,833,980,932,B,0.78,0.82,grid_zone_4f20da2a,0.45,0.721,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,priority_final_assembly_factory,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,인천 연구소/공장,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,326 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_priority_4bcce541d9,drone_assembly,Drone / Final Assembly,833,780,742,B,0.78,0.72,grid_zone_4f20da2a,0.442,0.726,fac_priority_4bcce541d9,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,priority_final_assembly_factory,fac_priority_4bcce541d9,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,인천 로봇타워 R&D·제조거점,0,0,0,0,0,onsite_final_assembly_assignment,onsite,,2,,Final assembly is assigned directly to this priority drone manufacturer site; no synthetic assembly hub leg.,0.16,317 km from predicted corridor,final-assembly
southern_port_disruption,Southern Port Logistics Disruption,fac_0469d3cc51,flight_stack,Flight Stack / Electronics,2045,2150,2045,B,0.689,0.872,grid_zone_bfcc2516,0.741,0.541,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,9.4,13.6,1.4,0.23,8800,OSRM public demo server,routed,,32,6 / 경강로 6.0km → 45 0.5km → 16 / 북한강로 0.8km → 다산로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,293 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_42e82c2139,flight_stack,Flight Stack / Electronics,1784,1875,1784,B,0.642,0.842,grid_zone_bfcc2516,0.74,0.541,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,priority_final_assembly_factory,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,38.3,37.2,5.9,0.62,27400,OSRM public demo server,routed,,20,unnamed road 0.5km → 3 / 신평화로 23.1km → 3 / 동일로 13.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,332 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_2560cc10c8,flight_stack,Flight Stack / Electronics,1903,2000,1903,B,0.64,0.842,grid_zone_bfcc2516,0.74,0.541,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,31.2,39.8,4.8,0.66,26700,OSRM public demo server,routed,,40,무갑길 2.0km → 4 / 해공로 5.7km → unnamed road 1.7km → 35 / 중부고속도로 9.8km → 189 / 창우로 2.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,277 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_2efdf8c1a1,flight_stack,Flight Stack / Electronics,1808,1900,1808,B,0.672,0.862,grid_zone_bfcc2516,0.74,0.541,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,12.9,18.9,2.0,0.32,12200,OSRM public demo server,routed,,33,unnamed road 0.5km → 고래산로451번길 1.1km → 8 / 재재기로 1.9km → 45 / 북한강로 7.7km → 다산로 1.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,294 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_6bedc85f6e,flight_stack,Flight Stack / Electronics,1689,1775,1689,B,0.636,0.862,grid_zone_bfcc2516,0.74,0.541,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,17.4,40.3,2.7,0.67,23400,OSRM public demo server,routed,,45,unnamed road 1.7km → 345 / 여양2로 2.4km → 341 / 대평로 6.3km → 70 / 지평로 0.8km → 70 / 여양1로 6.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,260 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_3a6ca4bdf0,flight_stack,Flight Stack / Electronics,771,1825,1736,B,0.629,0.842,grid_zone_bfcc2516,0.74,0.541,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,33.1,47.4,5.1,0.79,30800,OSRM public demo server,routed,,41,무갑길 3.6km → 4 / 해공로 5.7km → unnamed road 1.7km → 35 / 중부고속도로 9.8km → 189 / 창우로 2.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,275 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_167cd638df,power,Battery / Power,1189,1250,1189,C,0.588,0.893,grid_zone_bfcc2516,0.77,0.523,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,priority_final_assembly_factory,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,1.2,2.5,0.2,0.04,1500,OSRM public demo server,routed,,9,road step summary unavailable,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,306 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_20b0a23ce0,power,Battery / Power,1094,1150,1094,C,0.543,0.86,grid_zone_2d0a6a6a,0.642,0.602,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,priority_final_assembly_factory,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,인천 연구소/공장,142.8,113.8,22.0,1.9,90500,OSRM public demo server,routed,,30,647 / 해운로 2.9km → unnamed road 2.1km → 15 / 서해안고속도로 53.1km → 153 / 평택시흥고속도로 40.5km → 330 / 제3경인고속화도로 3.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,272 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_1a38150c72,power,Battery / Power,1213,1275,1213,C,0.603,0.893,grid_zone_bfcc2516,0.77,0.523,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,14.4,20.6,2.2,0.34,13400,OSRM public demo server,routed,,31,unnamed road 0.9km → 341; 342 / 지평의병로 0.6km → 지평로 0.7km → 70 / 지평로 6.1km → 70 / 여양1로 6.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,263 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_c788629a58,power,Battery / Power,1498,1575,1498,B,0.72,0.892,grid_zone_2d0a6a6a,0.642,0.602,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,98.5,78.3,15.2,1.3,62300,OSRM public demo server,routed,,32,609; 618 / 봉운로 2.8km → 618 / 봉명산로 3.3km → 618 1.6km → 40; 619 / 예덕로 0.8km → unnamed road 1.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,269 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_91e0701f06,power,Battery / Power,1593,1675,1593,B,0.698,0.892,grid_zone_49414766,0.496,0.692,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,51.5,56.2,7.9,0.94,39700,OSRM public demo server,routed,,41,unnamed road 6.2km → 애곡로 4.2km → 30 / 서산영덕고속도로 10.0km → 32 / 신문로 7.3km → 달계하석로 3.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,192 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_37c2239e67,power,Battery / Power,1308,1375,1308,B,0.661,0.862,grid_zone_2d0a6a6a,0.634,0.607,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,priority_final_assembly_factory,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,82.1,64.2,12.6,1.07,51400,OSRM public demo server,routed,,42,"응봉서로 2.2km → 21 / 충서로 2.8km → 30: 서울, 당진, 대전 1.1km → 30: 대전, 신양 0.6km → 30 / 서산영덕고속도로 66.9km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,250 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_e67713f287,propulsion,Motor / Propulsion,4710,4950,4710,B,0.673,0.842,grid_zone_bfcc2516,0.737,0.543,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,priority_final_assembly_factory,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,24.9,32.3,3.8,0.54,21600,OSRM public demo server,routed,,30,용천로 7.3km → 37 / 마유산로 3.4km → 6; 37; 44 / 경강로 1.1km → 양평로 8.3km → 37 / 개군로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,278 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_6884b83922,propulsion,Motor / Propulsion,4639,4875,4639,B,0.646,0.862,grid_zone_bfcc2516,0.737,0.543,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,priority_final_assembly_factory,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,26.7,35.7,4.1,0.6,23600,OSRM public demo server,routed,,39,검복길 0.8km → 342 / 남한산성로 5.1km → 43 / 회안대로 2.1km → 43 / 하남대로 6.1km → 189 / 창우로 2.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,290 km from predicted corridor,primary
southern_port_disruption,Southern Port Logistics Disruption,fac_496dda5a33,propulsion,Motor / Propulsion,4234,4450,4234,B,0.621,0.842,grid_zone_4f20da2a,0.463,0.713,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,priority_final_assembly_factory,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,30.6,29.9,4.7,0.5,22000,OSRM public demo server,routed,,31,"unnamed road 2.5km → 광명로 1.7km → 110 / 제2경인고속도로 2.7km → 100 / 수도권제1순환고속도로 13.0km → 120: 서울, 인천 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,0.16,308 km from predicted corridor,primary
