scenario_id,scenario_name,part_category,part_label,shortlist_rank,scenario_score,factory_id,company_name,province,city,capacity_tier,capacity_index,capacity_confidence,predicted_output_units_30d,adjusted_capacity_units_30d,risk,risk_reason,grid_zone_id,grid_dependency_score,outage_output_multiplier,nearest_assembly_factory_id,nearest_assembly_factory_name,nearest_assembly_factory_site_label,straight_line_to_assembly_factory_km,route_matrix_status,selection_reason
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,16,133.019,fac_2e3e2e4512,(주)에이치디엠테크,부산광역시,금정구,C,0.541,0.862,1800,1263,0.16,294 km from predicted corridor,grid_zone_c6caac65,0.407,0.748,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,8.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,17,133.006,fac_114c38e5eb,(주)퓨트로닉,부산광역시,해운대구,C,0.617,0.812,1950,1374,0.16,283 km from predicted corridor,grid_zone_c6caac65,0.401,0.751,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,2.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,18,133.003,fac_7d3c410e19,서광인포컴(주),부산광역시,금정구,C,0.488,0.873,1550,1082,0.16,277 km from predicted corridor,grid_zone_c6caac65,0.413,0.744,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,5.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,19,132.308,fac_370fe34826,(주)프로트로닉스,경상북도,김천시,B,0.626,0.832,2275,1515,0.16,196 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,8.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,20,131.971,fac_27f32f5c61,(주)오디텍,전라북도,완주군,B,0.624,0.832,2225,1557,0.16,131 km from predicted corridor,grid_zone_fabab736,0.409,0.746,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,63.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,21,131.728,fac_94df303d87,하이콤 주식회사,부산광역시,연제구,C,0.484,0.873,1400,977,0.16,295 km from predicted corridor,grid_zone_c6caac65,0.413,0.744,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,5.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,22,131.712,fac_89f58aa11a,(유)제이씨기술정보통신,전라북도,김제시,C,0.53,0.893,1550,1074,0.16,141 km from predicted corridor,grid_zone_fabab736,0.421,0.739,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,71.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,23,131.688,fac_45d06d03b3,광명전설(주),경상북도,영천시,C,0.514,0.853,1650,1086,0.16,193 km from predicted corridor,grid_zone_e6011691,0.48,0.702,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,7.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,24,131.629,fac_a0492a505b,(주)소모에너지엔테크놀러지 담양공장 제2공장,전라남도,담양군,C,0.608,0.873,2075,1394,0.16,224 km from predicted corridor,grid_zone_99e45246,0.458,0.716,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,168.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,25,131.56,fac_e4f4491069,(주)오토닉스,부산광역시,해운대구,B,0.632,0.797,2075,1466,0.16,282 km from predicted corridor,grid_zone_c6caac65,0.398,0.753,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,3.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,26,131.464,fac_62564e6926,(주)진영에이치앤에스,경상남도,창원시,C,0.554,0.862,1800,1221,0.16,253 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,27.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,27,131.376,fac_72d36e5529,(주)인하CNT,경상남도,진주시,C,0.566,0.862,1875,1272,0.16,226 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,60.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,28,131.081,fac_372cec1c7b,빌드업 주식회사,경상북도,안동시,C,0.598,0.832,2075,1382,0.16,182 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,10.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,29,131.043,fac_0dfcec72da,신광정보통신,경상북도,예천군,C,0.506,0.893,1475,971,0.16,183 km from predicted corridor,grid_zone_e6011691,0.48,0.702,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,12.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,30,131.022,fac_aad321d0b3,효성화학(주) 용연3공장,울산광역시,남구,B,0.652,0.832,2025,1328,0.16,275 km from predicted corridor,grid_zone_79012109,0.486,0.699,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,38.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,31,130.878,fac_6ef2a42927,(주)한성옵틱스,경상남도,김해시,C,0.555,0.842,1825,1238,0.16,293 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,14.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,32,130.72,fac_2300963eca,(주)성우플라텍,경상북도,칠곡군,C,0.605,0.832,2075,1382,0.16,194 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,2.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,33,130.464,fac_94ab76da74,(주)신풍,경상남도,창원시,C,0.544,0.842,1900,1289,0.16,254 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,35.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,34,130.229,fac_52cf3841f6,(주)아림지앤코,경상남도,창원시,C,0.575,0.827,1900,1292,0.16,257 km from predicted corridor,grid_zone_a1097f3c,0.443,0.725,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,26.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,35,130.217,fac_0205425e4e,(주)청도샘물 제2공장,경상북도,청도군,C,0.538,0.862,1725,1142,0.16,185 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,14.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,36,130.209,fac_a94044964b,한국고덴시(주),전라북도,익산시,B,0.638,0.812,2200,1540,0.16,156 km from predicted corridor,grid_zone_fabab736,0.409,0.746,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,82.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,37,130.085,fac_68b4b3b0b7,(주)아이피캠프,경상남도,진주시,C,0.512,0.873,1700,1147,0.16,211 km from predicted corridor,grid_zone_a1097f3c,0.453,0.719,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,79.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,38,130.067,fac_36ae4bb5eb,(주)이엠맵정보,경상북도,구미시,C,0.543,0.862,1800,1192,0.16,139 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,53.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,39,129.939,fac_e2255fd5cf,(주)엠티엠,경상남도,창원시,C,0.534,0.842,1650,1119,0.16,258 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,24.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,40,129.923,fac_363c16cc8e,(주)한국신소재,경상남도,밀양시,B,0.635,0.832,2050,1398,0.16,203 km from predicted corridor,grid_zone_a1097f3c,0.44,0.727,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,86.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,41,129.861,fac_c339255360,미호전공주식회사,전라북도,군산시,C,0.521,0.873,1775,1230,0.16,140 km from predicted corridor,grid_zone_fabab736,0.421,0.739,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,74.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,42,129.843,fac_fd1d367758,광전자(주),전라북도,익산시,B,0.658,0.817,2275,1596,0.16,140 km from predicted corridor,grid_zone_fabab736,0.406,0.748,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,76.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,43,129.84,fac_2b4a509d5d,세신전자(주),부산광역시,금정구,C,0.57,0.832,1750,1233,0.16,276 km from predicted corridor,grid_zone_c6caac65,0.401,0.751,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,13.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,44,129.691,fac_42bf5e6b57,주식회사 포리타치,경상북도,경산시,C,0.591,0.832,2025,1349,0.16,196 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,10.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,45,129.621,fac_09decdd168,(주)지성이엔지,경상북도,경주시,C,0.55,0.862,1675,1109,0.16,182 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,10.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,46,129.6,fac_6610ffcc20,(주)청도샘물 제2공장,경상북도,청도군,C,0.538,0.862,1725,1142,0.16,191 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,1.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,47,129.598,fac_fa3e0368d7,한국원적외선,경상북도,김천시,C,0.548,0.847,1725,1146,0.16,199 km from predicted corridor,grid_zone_e6011691,0.471,0.708,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,12.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,48,129.548,fac_8edd81fa82,맥섬석지.엠(주),경상북도,영천시,C,0.594,0.832,1825,1215,0.16,178 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,13.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,49,129.383,fac_e5397e5344,(주)유림테크,경상북도,경주시,C,0.578,0.832,1900,1265,0.16,188 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,12.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,50,129.339,fac_c28ad20e70,비원이미지 주식회사,부산광역시,부산진구,C,0.526,0.862,1500,1052,0.16,270 km from predicted corridor,grid_zone_c6caac65,0.407,0.748,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,12.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,51,129.259,fac_0bbe4b0b98,주원정보통신,부산광역시,연제구,C,0.477,0.873,1550,1082,0.16,267 km from predicted corridor,grid_zone_c6caac65,0.413,0.744,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,20.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,52,129.016,fac_4a744bdd80,주식회사 세진파워텍,전라북도,부안군,C,0.553,0.862,1775,1237,0.16,153 km from predicted corridor,grid_zone_fabab736,0.415,0.743,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,79.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,53,129.004,fac_e37e5d0104,G&G 콘택트렌즈,대구광역시,수성구,C,0.584,0.847,2075,1462,0.16,203 km from predicted corridor,grid_zone_9392b593,0.401,0.751,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,72.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,54,128.959,fac_d5f8770d62,나노아이텍(주),경상남도,창원시,C,0.519,0.842,1600,1085,0.16,255 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,27.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,55,128.927,fac_7ccc29f327,엠피닉스(주),광주광역시,북구,C,0.613,0.862,2200,1552,0.16,207 km from predicted corridor,grid_zone_eb82a68b,0.4,0.752,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,148.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,56,128.914,fac_3bf6866cc7,(주)뉴알프스광학,경상남도,김해시,C,0.55,0.847,1900,1292,0.16,280 km from predicted corridor,grid_zone_a1097f3c,0.443,0.725,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,1.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,57,128.901,fac_66fe27ee3a,영남정보통신(주),경상북도,포항시,C,0.535,0.862,1600,1060,0.16,184 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,9.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,58,128.838,fac_09344b063a,(주)지오티,광주광역시,북구,C,0.592,0.842,2100,1481,0.16,194 km from predicted corridor,grid_zone_eb82a68b,0.4,0.752,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,130.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,59,128.671,fac_0e4cf00014,주식회사 대영전기정보산업,부산광역시,강서구,C,0.526,0.862,1525,1070,0.16,278 km from predicted corridor,grid_zone_c6caac65,0.407,0.748,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,5.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,60,128.651,fac_085c587f8f,(주)에이유이 3동,전라북도,익산시,C,0.601,0.832,1875,1312,0.16,144 km from predicted corridor,grid_zone_fabab736,0.409,0.746,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,76.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,61,128.577,fac_a602b932cb,유원이엔씨 주식회사,부산광역시,사하구,C,0.474,0.873,1325,925,0.16,293 km from predicted corridor,grid_zone_c6caac65,0.413,0.744,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,13.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,62,128.509,fac_cb81d3f1b1,금강통신(주),부산광역시,금정구,C,0.544,0.812,1875,1321,0.16,281 km from predicted corridor,grid_zone_c6caac65,0.401,0.751,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,4.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,63,128.366,fac_c0df0878b8,한국폴리안경렌즈(주),강원도,원주시,C,0.542,0.862,1700,1175,0.16,142 km from predicted corridor,grid_zone_c633d1f6,0.424,0.737,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,64.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,64,128.192,fac_e598490547,(주)광덕티엔디,경상북도,칠곡군,C,0.562,0.832,1850,1232,0.16,176 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,17.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,65,128.107,fac_dd8ce735a9,(주)나우,경상북도,안동시,C,0.523,0.842,1675,1109,0.16,200 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,13.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,66,128.074,fac_39453d026e,부원광학(주),경기도,부천시,B,0.64,0.903,2200,1019,0.4,66 km from predicted corridor,grid_zone_bfcc2516,0.729,0.548,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,6.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,67,128.062,fac_0ac99480b9,듀바콘택트렌즈,대구광역시,수성구,C,0.566,0.827,1900,1339,0.16,210 km from predicted corridor,grid_zone_9392b593,0.401,0.751,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,72.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,68,128.058,fac_dee7845993,(주)대양계기,부산광역시,강서구,C,0.547,0.812,1975,1391,0.16,271 km from predicted corridor,grid_zone_c6caac65,0.401,0.751,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,21.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,69,127.886,fac_76626cc2ed,아주스틸(주),경상북도,구미시,C,0.6,0.832,2025,1349,0.16,143 km from predicted corridor,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,53.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,70,127.861,fac_17daf37491,(주)다인정보,부산광역시,수영구,C,0.48,0.842,1575,1105,0.16,280 km from predicted corridor,grid_zone_c6caac65,0.407,0.748,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,3.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,71,127.789,fac_75f1db6b82,엘지이노텍(주) 구미4공장,경상북도,구미시,C,0.617,0.777,2150,1436,0.16,151 km from predicted corridor,grid_zone_e6011691,0.464,0.712,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,50.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,72,127.788,fac_e549caadd9,(주)에이치엘테크,경상남도,김해시,C,0.543,0.832,1725,1176,0.16,279 km from predicted corridor,grid_zone_a1097f3c,0.44,0.727,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,12.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,73,127.677,fac_37d59c6e0a,한국옵티칼하이테크(주),경상북도,구미시,B,0.64,0.797,2150,1436,0.16,147 km from predicted corridor,grid_zone_e6011691,0.464,0.712,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,52.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,74,127.591,fac_c397c31210,(주)케미그라스,경상남도,양산시,B,0.623,0.832,2100,1432,0.16,191 km from predicted corridor,grid_zone_a1097f3c,0.44,0.727,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,94.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,75,127.575,fac_168f6459f9,주식회사 지아이티,강원도,춘천시,C,0.521,0.842,1675,1158,0.16,140 km from predicted corridor,grid_zone_c633d1f6,0.424,0.737,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,62.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,76,127.49,fac_3f2fba1a1b,지에스(주),경상남도,김해시,C,0.515,0.842,1775,1204,0.16,288 km from predicted corridor,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,18.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,77,127.455,fac_0a41e978d2,제일정보기술(주),전라북도,완주군,C,0.538,0.862,1750,1220,0.16,132 km from predicted corridor,grid_zone_fabab736,0.415,0.743,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,59.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,78,127.451,fac_7edbb65e48,(주)소모비전,강원도,횡성군,C,0.612,0.812,2125,1477,0.16,147 km from predicted corridor,grid_zone_c633d1f6,0.418,0.741,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,70.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
western_axis_threat,Western Axis Factory Strike Forecast,sensor_payload,Sensor / Camera,79,127.449,fac_34e0481166,(주)유에이썬,경상북도,김천시,C,0.505,0.862,1550,1026,0.16,178 km from predicted corridor,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,16.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
